iterations,numThreads,type,microseconds
Tiny,14,wasm,14492
Tiny,16,wasm,14109
Tiny,18,wasm,14383
Tiny,20,wasm,18035
Tiny,22,wasm,20813
Tiny,24,wasm,22524
Small,1,wasm,359304
Small,2,wasm,389137
Small,4,wasm,124738
Small,6,wasm,120498
Small,8,wasm,68164
Small,10,wasm,57329
Small,12,wasm,52684
Small,14,wasm,45880
Small,16,wasm,42118
Small,18,wasm,66854
Small,20,wasm,60619
Small,22,wasm,71944
Small,24,wasm,71760
Big,1,wasm,3645217
Big,2,wasm,2234560
Big,4,wasm,1501732
Big,6,wasm,983250
Big,8,wasm,973227
Big,10,wasm,779966
Big,12,wasm,526596
Big,14,wasm,393815
Big,16,wasm,307407
Big,18,wasm,531250
Big,20,wasm,417146
Big,22,wasm,411558
Big,24,wasm,412798
Tiny,1,wasm,10002
Tiny,2,wasm,8900
Tiny,4,wasm,8173
Tiny,6,wasm,7881
Tiny,8,wasm,7918
Tiny,10,wasm,8786
Tiny,12,wasm,11100
Tiny,14,wasm,11081
Tiny,16,wasm,15606
Tiny,18,wasm,19031
Tiny,20,wasm,18006
Tiny,22,wasm,21948
Tiny,24,wasm,21649
Small,1,wasm,723118
Small,2,wasm,236664
Small,4,wasm,123907
Small,6,wasm,86836
Small,8,wasm,69489
Small,10,wasm,57759
Small,12,wasm,60538
Small,14,wasm,74285
Small,16,wasm,43957
Small,18,wasm,44948
Small,20,wasm,49362
Small,22,wasm,67564
Small,24,wasm,76611
Big,1,wasm,3672535
Big,2,wasm,2550044
Big,4,wasm,1503628
Big,6,wasm,1122735
Big,8,wasm,923278
Big,10,wasm,767812
Big,12,wasm,474503
Big,14,wasm,558792
Big,16,wasm,319526
Big,18,wasm,286620
Big,20,wasm,317596
Big,22,wasm,338268
Big,24,wasm,379252
Tiny,1,wasm,10479
Tiny,2,wasm,7587
Tiny,4,wasm,7387
Tiny,6,wasm,7824
Tiny,8,wasm,10122
Tiny,10,wasm,10020
Tiny,12,wasm,10811
Tiny,14,wasm,13658
Tiny,16,wasm,14637
Tiny,18,wasm,15903
Tiny,20,wasm,19041
Tiny,22,wasm,19913
Tiny,24,wasm,25178
Small,1,wasm,357068
Small,2,wasm,311149
Small,4,wasm,123829
Small,6,wasm,86115
Small,8,wasm,69122
Small,10,wasm,93181
Small,12,wasm,94712
Small,14,wasm,49062
Small,16,wasm,58363
Small,18,wasm,46634
Small,20,wasm,73668
Small,22,wasm,69249
Small,24,wasm,73986
Big,1,wasm,3686200
Big,2,wasm,2222398
Big,4,wasm,1502468
Big,6,wasm,1129155
Big,8,wasm,570303
Big,10,wasm,610917
Big,12,wasm,473655
Big,14,wasm,424992
Big,16,wasm,504552
Big,18,wasm,278860
Big,20,wasm,511093
Big,22,wasm,398309
Big,24,wasm,428372
Tiny,1,wasm,9847
Tiny,2,wasm,8928
Tiny,4,wasm,7918
Tiny,6,wasm,8205
Tiny,8,wasm,9698
Tiny,10,wasm,9550
Tiny,12,wasm,12361
Tiny,14,wasm,13092
Tiny,16,wasm,14963
Tiny,18,wasm,18144
Tiny,20,wasm,15492
Tiny,22,wasm,22893
Tiny,24,wasm,23693
Small,1,wasm,769338
Small,2,wasm,243379
Small,4,wasm,246810
Small,6,wasm,87327
Small,8,wasm,69153
Small,10,wasm,58166
Small,12,wasm,50361
Small,14,wasm,67386
Small,16,wasm,47504
Small,18,wasm,66040
Small,20,wasm,44710
Small,22,wasm,62002
Small,24,wasm,76699
Big,1,wasm,3902331
Big,2,wasm,2558588
Big,4,wasm,1489993
Big,6,wasm,1112244
Big,8,wasm,1043516
Big,10,wasm,786624
Big,12,wasm,578406
Big,14,wasm,545666
Big,16,wasm,517040
Big,18,wasm,481905
Big,20,wasm,415118
Big,22,wasm,472698
Big,24,wasm,518301
Tiny,1,wasm,11423
Tiny,2,wasm,10046
Tiny,4,wasm,8618
Tiny,6,wasm,7969
Tiny,8,wasm,14158
Tiny,10,wasm,16298
Tiny,12,wasm,14451
Tiny,14,wasm,14296
Tiny,16,wasm,20925
Tiny,18,wasm,17065
Tiny,20,wasm,22155
Tiny,22,wasm,25867
Tiny,24,wasm,29015
Small,1,wasm,454095
Small,2,wasm,470941
Small,4,wasm,195765
Small,6,wasm,171637
Small,8,wasm,134395
Small,10,wasm,61889
Small,12,wasm,51947
Small,14,wasm,47002
Small,16,wasm,50217
Small,18,wasm,61708
Small,20,wasm,47344
Small,22,wasm,63080
Small,24,wasm,72680
Big,1,wasm,3985658
Big,2,wasm,2527766
Big,4,wasm,1503588
Big,6,wasm,1129353
Big,8,wasm,571381
Big,10,wasm,472069
Big,12,wasm,417033
Big,14,wasm,334648
Big,16,wasm,424657
Big,18,wasm,420160
Big,20,wasm,244801
Big,22,wasm,413087
Big,24,wasm,501164
Tiny,1,wasm,9496
Tiny,2,wasm,9445
Tiny,4,wasm,8041
Tiny,6,wasm,10425
Tiny,8,wasm,13603
Tiny,10,wasm,15081
Tiny,12,wasm,15766
Tiny,14,wasm,16866
Tiny,16,wasm,17573
Tiny,18,wasm,22228
Tiny,20,wasm,23224
Tiny,22,wasm,24801
Tiny,24,wasm,27623
Small,1,wasm,452808
Small,2,wasm,244303
Small,4,wasm,123462
Small,6,wasm,86822
Small,8,wasm,127946
Small,10,wasm,57734
Small,12,wasm,64270
Small,14,wasm,60588
Small,16,wasm,48813
Small,18,wasm,52305
Small,20,wasm,79032
Small,22,wasm,88759
Small,24,wasm,68286
Big,1,wasm,3656134
Big,2,wasm,2551665
Big,4,wasm,1499539
Big,6,wasm,1117017
Big,8,wasm,919091
Big,10,wasm,762925
Big,12,wasm,394524
Big,14,wasm,376824
Big,16,wasm,545677
Big,18,wasm,536069
Big,20,wasm,257624
Big,22,wasm,351578
Big,24,wasm,349915
Tiny,1,wasm,10009
Tiny,2,wasm,8881
Tiny,4,wasm,6848
Tiny,6,wasm,7147
Tiny,8,wasm,8392
Tiny,10,wasm,8726
Tiny,12,wasm,12177
Tiny,14,wasm,13959
Tiny,16,wasm,12122
Tiny,18,wasm,16200
Tiny,20,wasm,20825
Tiny,22,wasm,21043
Tiny,24,wasm,21675
Small,1,wasm,417730
Small,2,wasm,244423
Small,4,wasm,122989
Small,6,wasm,90120
Small,8,wasm,68578
Small,10,wasm,56558
Small,12,wasm,50189
Small,14,wasm,63810
Small,16,wasm,56389
Small,18,wasm,45933
Small,20,wasm,46196
Small,22,wasm,67220
Small,24,wasm,71600
Big,1,wasm,3554701
Big,2,wasm,2192075
Big,4,wasm,1450416
Big,6,wasm,1107246
Big,8,wasm,955668
Big,10,wasm,754192
Big,12,wasm,434402
Big,14,wasm,337951
Big,16,wasm,469448
Big,18,wasm,382874
Big,20,wasm,263801
Big,22,wasm,366382
Big,24,wasm,421560
Tiny,1,wasm,11104
Tiny,2,wasm,9044
Tiny,4,wasm,8331
Tiny,6,wasm,8284
Tiny,8,wasm,10390
Tiny,10,wasm,13743
Tiny,12,wasm,15530
Tiny,14,wasm,16025
Tiny,16,wasm,18098
Tiny,18,wasm,20931
Tiny,20,wasm,22416
Tiny,22,wasm,24608
Tiny,24,wasm,25592
Small,1,wasm,734128
Small,2,wasm,244676
Small,4,wasm,203447
Small,6,wasm,87132
Small,8,wasm,69282
Small,10,wasm,59916
Small,12,wasm,53136
Small,14,wasm,47347
Small,16,wasm,74445
Small,18,wasm,46118
Small,20,wasm,43786
Small,22,wasm,73955
Small,24,wasm,69801
Big,1,wasm,3632828
Big,2,wasm,2520383
Big,4,wasm,1503666
Big,6,wasm,1130518
Big,8,wasm,614261
Big,10,wasm,653879
Big,12,wasm,654711
Big,14,wasm,346134
Big,16,wasm,469682
Big,18,wasm,357957
Big,20,wasm,278818
Big,22,wasm,356956
Big,24,wasm,383631
Tiny,1,wasm,10019
Tiny,2,wasm,8580
Tiny,4,wasm,6962
Tiny,6,wasm,7878
Tiny,8,wasm,7165
Tiny,10,wasm,11042
Tiny,12,wasm,11151
Tiny,14,wasm,12640
Tiny,16,wasm,15137
Tiny,18,wasm,16899
Tiny,20,wasm,16933
Tiny,22,wasm,20516
Tiny,24,wasm,22237
Small,1,wasm,480546
Small,2,wasm,343305
Small,4,wasm,124076
Small,6,wasm,86533
Small,8,wasm,69862
Small,10,wasm,94192
Small,12,wasm,55264
Small,14,wasm,48413
Small,16,wasm,45216
Small,18,wasm,46262
Small,20,wasm,60068
Small,22,wasm,79439
Small,24,wasm,71877
Big,1,wasm,4128010
Big,2,wasm,2452610
Big,4,wasm,948339
Big,6,wasm,678649
Big,8,wasm,788187
Big,10,wasm,784225
Big,12,wasm,497353
Big,14,wasm,458873
Big,16,wasm,330482
Big,18,wasm,272323
Big,20,wasm,299111
Big,22,wasm,319636
Big,24,wasm,371297
Tiny,1,wasm-pool,17042
Tiny,2,wasm-pool,9818
Tiny,4,wasm-pool,8075
Tiny,6,wasm-pool,9965
Tiny,8,wasm-pool,13124
Tiny,10,wasm-pool,14943
Tiny,12,wasm-pool,13864
Tiny,14,wasm-pool,11003
Tiny,16,wasm-pool,17950
Tiny,18,wasm-pool,21523
Tiny,20,wasm-pool,23247
Tiny,22,wasm-pool,24102
Tiny,24,wasm-pool,25236
Small,1,wasm-pool,729900
Small,2,wasm-pool,230010
Small,4,wasm-pool,132005
Small,6,wasm-pool,82289
Small,8,wasm-pool,66069
Small,10,wasm-pool,55738
Small,12,wasm-pool,47274
Small,14,wasm-pool,56331
Small,16,wasm-pool,61887
Small,18,wasm-pool,59719
Small,20,wasm-pool,45742
Small,22,wasm-pool,62041
Small,24,wasm-pool,65090
Big,1,wasm-pool,3367945
Big,2,wasm-pool,1755175
Big,4,wasm-pool,1265287
Big,6,wasm-pool,715116
Big,8,wasm-pool,730113
Big,10,wasm-pool,753130
Big,12,wasm-pool,497213
Big,14,wasm-pool,354933
Big,16,wasm-pool,418756
Big,18,wasm-pool,253391
Big,20,wasm-pool,228268
Big,22,wasm-pool,329873
Big,24,wasm-pool,354226
Tiny,1,wasm-pool,13641
Tiny,2,wasm-pool,7385
Tiny,4,wasm-pool,6285
Tiny,6,wasm-pool,6885
Tiny,8,wasm-pool,8403
Tiny,10,wasm-pool,10384
Tiny,12,wasm-pool,13470
Tiny,14,wasm-pool,13896
Tiny,16,wasm-pool,12631
Tiny,18,wasm-pool,14292
Tiny,20,wasm-pool,18302
Tiny,22,wasm-pool,18077
Tiny,24,wasm-pool,18757
Small,1,wasm-pool,500961
Small,2,wasm-pool,247343
Small,4,wasm-pool,117645
Small,6,wasm-pool,81081
Small,8,wasm-pool,65247
Small,10,wasm-pool,55705
Small,12,wasm-pool,48835
Small,14,wasm-pool,71043
Small,16,wasm-pool,45216
Small,18,wasm-pool,60939
Small,20,wasm-pool,54748
Small,22,wasm-pool,66153
Small,24,wasm-pool,65056
Big,1,wasm-pool,3750412
Big,2,wasm-pool,1720632
Big,4,wasm-pool,1434261
Big,6,wasm-pool,907493
Big,8,wasm-pool,592930
Big,10,wasm-pool,590153
Big,12,wasm-pool,647909
Big,14,wasm-pool,325653
Big,16,wasm-pool,438516
Big,18,wasm-pool,305334
Big,20,wasm-pool,238550
Big,22,wasm-pool,309543
Big,24,wasm-pool,314286
Tiny,1,wasm-pool,8432
Tiny,2,wasm-pool,5912
Tiny,4,wasm-pool,5675
Tiny,6,wasm-pool,7119
Tiny,8,wasm-pool,6924
Tiny,10,wasm-pool,10415
Tiny,12,wasm-pool,10758
Tiny,14,wasm-pool,12405
Tiny,16,wasm-pool,13961
Tiny,18,wasm-pool,10913
Tiny,20,wasm-pool,15360
Tiny,22,wasm-pool,19280
Tiny,24,wasm-pool,20415
Small,1,wasm-pool,338001
Small,2,wasm-pool,386893
Small,4,wasm-pool,116313
Small,6,wasm-pool,115674
Small,8,wasm-pool,64599
Small,10,wasm-pool,53577
Small,12,wasm-pool,50476
Small,14,wasm-pool,60273
Small,16,wasm-pool,60138
Small,18,wasm-pool,42032
Small,20,wasm-pool,44711
Small,22,wasm-pool,71074
Small,24,wasm-pool,59980
Big,1,wasm-pool,3476759
Big,2,wasm-pool,1723201
Big,4,wasm-pool,1312376
Big,6,wasm-pool,719934
Big,8,wasm-pool,849042
Big,10,wasm-pool,448346
Big,12,wasm-pool,367258
Big,14,wasm-pool,604265
Big,16,wasm-pool,294288
Big,18,wasm-pool,411509
Big,20,wasm-pool,261987
Big,22,wasm-pool,318233
Big,24,wasm-pool,358167
Tiny,1,wasm-pool,8276
Tiny,2,wasm-pool,7463
Tiny,4,wasm-pool,7049
Tiny,6,wasm-pool,6865
Tiny,8,wasm-pool,6910
Tiny,10,wasm-pool,10777
Tiny,12,wasm-pool,12678
Tiny,14,wasm-pool,9399
Tiny,16,wasm-pool,13871
Tiny,18,wasm-pool,13616
Tiny,20,wasm-pool,17591
Tiny,22,wasm-pool,18848
Tiny,24,wasm-pool,20459
Small,1,wasm-pool,569369
Small,2,wasm-pool,456804
Small,4,wasm-pool,178084
Small,6,wasm-pool,159919
Small,8,wasm-pool,65862
Small,10,wasm-pool,56152
Small,12,wasm-pool,54720
Small,14,wasm-pool,44789
Small,16,wasm-pool,70053
Small,18,wasm-pool,40958
Small,20,wasm-pool,74649
Small,22,wasm-pool,65026
Small,24,wasm-pool,61482
Big,1,wasm-pool,3748989
Big,2,wasm-pool,1721197
Big,4,wasm-pool,1352968
Big,6,wasm-pool,1009509
Big,8,wasm-pool,716613
Big,10,wasm-pool,729084
Big,12,wasm-pool,438680
Big,14,wasm-pool,320932
Big,16,wasm-pool,453741
Big,18,wasm-pool,340906
Big,20,wasm-pool,234720
Big,22,wasm-pool,380351
Big,24,wasm-pool,372994
Tiny,1,wasm-pool,8316
Tiny,2,wasm-pool,7544
Tiny,4,wasm-pool,6448
Tiny,6,wasm-pool,6715
Tiny,8,wasm-pool,6406
Tiny,10,wasm-pool,10227
Tiny,12,wasm-pool,9665
Tiny,14,wasm-pool,12233
Tiny,16,wasm-pool,11532
Tiny,18,wasm-pool,15081
Tiny,20,wasm-pool,17393
Tiny,22,wasm-pool,19770
Tiny,24,wasm-pool,20845
Small,1,wasm-pool,456613
Small,2,wasm-pool,241784
Small,4,wasm-pool,117453
Small,6,wasm-pool,81441
Small,8,wasm-pool,65575
Small,10,wasm-pool,56095
Small,12,wasm-pool,48502
Small,14,wasm-pool,63221
Small,16,wasm-pool,45296
Small,18,wasm-pool,43190
Small,20,wasm-pool,60662
Small,22,wasm-pool,69876
Small,24,wasm-pool,62444
Big,1,wasm-pool,3783084
Big,2,wasm-pool,1993652
Big,4,wasm-pool,1091348
Big,6,wasm-pool,995562
Big,8,wasm-pool,490363
Big,10,wasm-pool,509027
Big,12,wasm-pool,610826
Big,14,wasm-pool,366176
Big,16,wasm-pool,279365
Big,18,wasm-pool,404295
Big,20,wasm-pool,272665
Big,22,wasm-pool,356208
Big,24,wasm-pool,391307
Tiny,1,wasm-pool,10484
Tiny,2,wasm-pool,9194
Tiny,4,wasm-pool,7185
Tiny,6,wasm-pool,6859
Tiny,8,wasm-pool,6353
Tiny,10,wasm-pool,10237
Tiny,12,wasm-pool,11414
Tiny,14,wasm-pool,13011
Tiny,16,wasm-pool,16686
Tiny,18,wasm-pool,16264
Tiny,20,wasm-pool,16765
Tiny,22,wasm-pool,18820
Tiny,24,wasm-pool,21082
Small,1,wasm-pool,709315
Small,2,wasm-pool,229771
Small,4,wasm-pool,167861
Small,6,wasm-pool,82815
Small,8,wasm-pool,65933
Small,10,wasm-pool,56468
Small,12,wasm-pool,48878
Small,14,wasm-pool,47295
Small,16,wasm-pool,46131
Small,18,wasm-pool,43290
Small,20,wasm-pool,68651
Small,22,wasm-pool,74894
Small,24,wasm-pool,60678
Big,1,wasm-pool,3756171
Big,2,wasm-pool,2417593
Big,4,wasm-pool,1443959
Big,6,wasm-pool,1060614
Big,8,wasm-pool,864565
Big,10,wasm-pool,665574
Big,12,wasm-pool,663034
Big,14,wasm-pool,328331
Big,16,wasm-pool,504181
Big,18,wasm-pool,475131
Big,20,wasm-pool,395583
Big,22,wasm-pool,360745
Big,24,wasm-pool,341799
Tiny,1,wasm-pool,11321
Tiny,2,wasm-pool,9174
Tiny,4,wasm-pool,6896
Tiny,6,wasm-pool,6042
Tiny,8,wasm-pool,7335
Tiny,10,wasm-pool,8587
Tiny,12,wasm-pool,10558
Tiny,14,wasm-pool,13442
Tiny,16,wasm-pool,14410
Tiny,18,wasm-pool,19771
Tiny,20,wasm-pool,19470
Tiny,22,wasm-pool,23342
Tiny,24,wasm-pool,23171
Small,1,wasm-pool,414102
Small,2,wasm-pool,230065
Small,4,wasm-pool,117973
Small,6,wasm-pool,115237
Small,8,wasm-pool,66758
Small,10,wasm-pool,54301
Small,12,wasm-pool,70138
Small,14,wasm-pool,44594
Small,16,wasm-pool,45133
Small,18,wasm-pool,52742
Small,20,wasm-pool,57728
Small,22,wasm-pool,80249
Small,24,wasm-pool,63609
Big,1,wasm-pool,3367160
Big,2,wasm-pool,2412303
Big,4,wasm-pool,1426865
Big,6,wasm-pool,1070380
Big,8,wasm-pool,864218
Big,10,wasm-pool,582468
Big,12,wasm-pool,619116
Big,14,wasm-pool,604979
Big,16,wasm-pool,297510
Big,18,wasm-pool,401415
Big,20,wasm-pool,373488
Big,22,wasm-pool,363950
Big,24,wasm-pool,331367
Tiny,1,wasm-pool,9411
Tiny,2,wasm-pool,7924
Tiny,4,wasm-pool,5690
Tiny,6,wasm-pool,7049
Tiny,8,wasm-pool,6905
Tiny,10,wasm-pool,8246
Tiny,12,wasm-pool,11697
Tiny,14,wasm-pool,13795
Tiny,16,wasm-pool,12459
Tiny,18,wasm-pool,14992
Tiny,20,wasm-pool,16294
Tiny,22,wasm-pool,19145
Tiny,24,wasm-pool,21230
Small,1,wasm-pool,423745
Small,2,wasm-pool,405539
Small,4,wasm-pool,115723
Small,6,wasm-pool,128077
Small,8,wasm-pool,64906
Small,10,wasm-pool,55896
Small,12,wasm-pool,47825
Small,14,wasm-pool,63977
Small,16,wasm-pool,66466
Small,18,wasm-pool,44129
Small,20,wasm-pool,53308
Small,22,wasm-pool,70539
Small,24,wasm-pool,70005
Big,1,wasm-pool,3437757
Big,2,wasm-pool,1718607
Big,4,wasm-pool,1308371
Big,6,wasm-pool,634151
Big,8,wasm-pool,838026
Big,10,wasm-pool,512561
Big,12,wasm-pool,366697
Big,14,wasm-pool,598691
Big,16,wasm-pool,302023
Big,18,wasm-pool,374608
Big,20,wasm-pool,264857
Big,22,wasm-pool,300442
Big,24,wasm-pool,334692
Tiny,1,wasm-pool,9185
Tiny,2,wasm-pool,6615
Tiny,4,wasm-pool,6454
Tiny,6,wasm-pool,6464
Tiny,8,wasm-pool,7623
Tiny,10,wasm-pool,10816
Tiny,12,wasm-pool,13063
Tiny,14,wasm-pool,10154
Tiny,16,wasm-pool,12570
Tiny,18,wasm-pool,14264
Tiny,20,wasm-pool,14772
Tiny,22,wasm-pool,17579
Tiny,24,wasm-pool,19926
Small,1,wasm-pool,441798
Small,2,wasm-pool,224406
Small,4,wasm-pool,218818
Small,6,wasm-pool,83425
Small,8,wasm-pool,65802
Small,10,wasm-pool,55919
Small,12,wasm-pool,47749
Small,14,wasm-pool,44305
Small,16,wasm-pool,70577
Small,18,wasm-pool,68783
Small,20,wasm-pool,73334
Small,22,wasm-pool,65298
Small,24,wasm-pool,64302
Big,1,wasm-pool,3781463
Big,2,wasm-pool,2127335
Big,4,wasm-pool,1228550
Big,6,wasm-pool,1089463
Big,8,wasm-pool,542866
Big,10,wasm-pool,441450
Big,12,wasm-pool,363321
Big,14,wasm-pool,590605
Big,16,wasm-pool,327705
Big,18,wasm-pool,361761
Big,20,wasm-pool,245997
Big,22,wasm-pool,351733
Big,24,wasm-pool,378468
Tiny,1,wasm-pool,9213
Tiny,2,wasm-pool,6961
Tiny,4,wasm-pool,7213
Tiny,6,wasm-pool,5860
Tiny,8,wasm-pool,6720
Tiny,10,wasm-pool,8597
Tiny,12,wasm-pool,13190
Tiny,14,wasm-pool,12456
Tiny,16,wasm-pool,11418
Tiny,18,wasm-pool,16386
Tiny,20,wasm-pool,15882
Tiny,22,wasm-pool,21179
Tiny,24,wasm-pool,19120
Small,1,wasm-pool,686169
Small,2,wasm-pool,214978
Small,4,wasm-pool,116048
Small,6,wasm-pool,82717
Small,8,wasm-pool,92526
Small,10,wasm-pool,56678
Small,12,wasm-pool,50958
Small,14,wasm-pool,45494
Small,16,wasm-pool,44121
Small,18,wasm-pool,40909
Small,20,wasm-pool,54497
Small,22,wasm-pool,66770
Small,24,wasm-pool,72067
Big,1,wasm-pool,3453199
Big,2,wasm-pool,2420833
Big,4,wasm-pool,1442567
Big,6,wasm-pool,1056476
Big,8,wasm-pool,860547
Big,10,wasm-pool,644524
Big,12,wasm-pool,645394
Big,14,wasm-pool,330896
Big,16,wasm-pool,443196
Big,18,wasm-pool,331410
Big,20,wasm-pool,249551
Big,22,wasm-pool,318910
Big,24,wasm-pool,319997
Tiny,1,wasm-pool,12439
Tiny,2,wasm-pool,7287
Tiny,4,wasm-pool,6246
Tiny,6,wasm-pool,6695
Tiny,8,wasm-pool,8063
Tiny,10,wasm-pool,7569
Tiny,12,wasm-pool,8558
Tiny,14,wasm-pool,13389
Tiny,16,wasm-pool,13192
Tiny,18,wasm-pool,14597
Tiny,20,wasm-pool,16515
Tiny,22,wasm-pool,18509
Tiny,24,wasm-pool,20859
Small,1,wasm-pool,438596
Small,2,wasm-pool,230121
Small,4,wasm-pool,118058
Small,6,wasm-pool,151075
Small,8,wasm-pool,125291
Small,10,wasm-pool,54859
Small,12,wasm-pool,48139
Small,14,wasm-pool,59142
Small,16,wasm-pool,64000
Small,18,wasm-pool,70425
Small,20,wasm-pool,70178
Small,22,wasm-pool,66808
Small,24,wasm-pool,74628
Big,1,wasm-pool,3778700
Big,2,wasm-pool,1725352
Big,4,wasm-pool,1306173
Big,6,wasm-pool,896641
Big,8,wasm-pool,883437
Big,10,wasm-pool,729831
Big,12,wasm-pool,442566
Big,14,wasm-pool,318869
Big,16,wasm-pool,488684
Big,18,wasm-pool,385502
Big,20,wasm-pool,272203
Big,22,wasm-pool,314610
Big,24,wasm-pool,394601
Tiny,1,wasm-pool,9789
Tiny,2,wasm-pool,9313
Tiny,4,wasm-pool,6179
Tiny,6,wasm-pool,6487
Tiny,8,wasm-pool,6927
Tiny,10,wasm-pool,7813
Tiny,12,wasm-pool,10079
Tiny,14,wasm-pool,12169
Tiny,16,wasm-pool,12884
Tiny,18,wasm-pool,15489
Tiny,20,wasm-pool,14848
Tiny,22,wasm-pool,17918
Tiny,24,wasm-pool,20465
Small,1,wasm-pool,692365
Small,2,wasm-pool,222076
Small,4,wasm-pool,117438
Small,6,wasm-pool,94539
Small,8,wasm-pool,63349
Small,10,wasm-pool,55140
Small,12,wasm-pool,48440
Small,14,wasm-pool,45613
Small,16,wasm-pool,59997
Small,18,wasm-pool,48291
Small,20,wasm-pool,48894
Small,22,wasm-pool,69735
Small,24,wasm-pool,80359
Big,1,wasm-pool,3451854
Big,2,wasm-pool,1755326
Big,4,wasm-pool,1224565
Big,6,wasm-pool,634488
Big,8,wasm-pool,550780
Big,10,wasm-pool,503056
Big,12,wasm-pool,398452
Big,14,wasm-pool,321065
Big,16,wasm-pool,489760
Big,18,wasm-pool,394874
Big,20,wasm-pool,261360
Big,22,wasm-pool,327488
Big,24,wasm-pool,405741
Tiny,1,wasm-pool,8179
Tiny,2,wasm-pool,8033
Tiny,4,wasm-pool,6557
Tiny,6,wasm-pool,6864
Tiny,8,wasm-pool,8662
Tiny,10,wasm-pool,10962
Tiny,12,wasm-pool,10807
Tiny,14,wasm-pool,11884
Tiny,16,wasm-pool,14226
Tiny,18,wasm-pool,15124
Tiny,20,wasm-pool,14784
Tiny,22,wasm-pool,18754
Tiny,24,wasm-pool,21206
Small,1,wasm-pool,735440
Small,2,wasm-pool,228209
Small,4,wasm-pool,161376
Small,6,wasm-pool,161528
Small,8,wasm-pool,65769
Small,10,wasm-pool,54236
Small,12,wasm-pool,84546
Small,14,wasm-pool,46237
Small,16,wasm-pool,43027
Small,18,wasm-pool,49315
Small,20,wasm-pool,42174
Small,22,wasm-pool,59664
Small,24,wasm-pool,62799
Big,1,wasm-pool,3714504
Big,2,wasm-pool,2411205
Big,4,wasm-pool,1443747
Big,6,wasm-pool,1062524
Big,8,wasm-pool,867311
Big,10,wasm-pool,594403
Big,12,wasm-pool,654881
Big,14,wasm-pool,328593
Big,16,wasm-pool,488329
Big,18,wasm-pool,404864
Big,20,wasm-pool,245275
Big,22,wasm-pool,322123
Big,24,wasm-pool,365836
Tiny,1,wasm-pool,9699
Tiny,2,wasm-pool,7907
Tiny,4,wasm-pool,7132
Tiny,6,wasm-pool,7109
Tiny,8,wasm-pool,8918
Tiny,10,wasm-pool,10644
Tiny,12,wasm-pool,10670
Tiny,14,wasm-pool,10790
Tiny,16,wasm-pool,13381
Tiny,18,wasm-pool,15707
Tiny,20,wasm-pool,17391
Tiny,22,wasm-pool,14475
Tiny,24,wasm-pool,20000
Small,1,wasm-pool,603324
Small,2,wasm-pool,410822
Small,4,wasm-pool,117068
Small,6,wasm-pool,160518
Small,8,wasm-pool,66244
Small,10,wasm-pool,56860
Small,12,wasm-pool,65345
Small,14,wasm-pool,45835
Small,16,wasm-pool,42574
Small,18,wasm-pool,41352
Small,20,wasm-pool,74591
Small,22,wasm-pool,70731
Small,24,wasm-pool,62521
Big,1,wasm-pool,3744990
Big,2,wasm-pool,2422515
Big,4,wasm-pool,1449937
Big,6,wasm-pool,1067992
Big,8,wasm-pool,860372
Big,10,wasm-pool,626119
Big,12,wasm-pool,646580
Big,14,wasm-pool,331170
Big,16,wasm-pool,441063
Big,18,wasm-pool,393526
Big,20,wasm-pool,244779
Big,22,wasm-pool,397965
Big,24,wasm-pool,398446
Tiny,1,wasm-pool,8345
Tiny,2,wasm-pool,9099
Tiny,4,wasm-pool,6768
Tiny,6,wasm-pool,6895
Tiny,8,wasm-pool,6844
Tiny,10,wasm-pool,7859
Tiny,12,wasm-pool,10097
Tiny,14,wasm-pool,12232
Tiny,16,wasm-pool,14853
Tiny,18,wasm-pool,15797
Tiny,20,wasm-pool,17136
Tiny,22,wasm-pool,19063
Tiny,24,wasm-pool,19269
Small,1,wasm-pool,612750
Small,2,wasm-pool,223977
Small,4,wasm-pool,117085
Small,6,wasm-pool,82902
Small,8,wasm-pool,65329
Small,10,wasm-pool,54291
Small,12,wasm-pool,48193
Small,14,wasm-pool,48280
Small,16,wasm-pool,63079
Small,18,wasm-pool,43510
Small,20,wasm-pool,66193
Small,22,wasm-pool,56818
Small,24,wasm-pool,72124
Big,1,wasm-pool,3771465
Big,2,wasm-pool,2400612
Big,4,wasm-pool,886150
Big,6,wasm-pool,633813
Big,8,wasm-pool,533950
Big,10,wasm-pool,446695
Big,12,wasm-pool,370011
Big,14,wasm-pool,336922
Big,16,wasm-pool,427914
Big,18,wasm-pool,560452
Big,20,wasm-pool,332022
Big,22,wasm-pool,312796
Big,24,wasm-pool,342451
Tiny,1,wasm-pool,9184
Tiny,2,wasm-pool,8461
Tiny,4,wasm-pool,6531
Tiny,6,wasm-pool,6861
Tiny,8,wasm-pool,6859
Tiny,10,wasm-pool,8765
Tiny,12,wasm-pool,13077
Tiny,14,wasm-pool,11298
Tiny,16,wasm-pool,13970
Tiny,18,wasm-pool,9791
Tiny,20,wasm-pool,17183
Tiny,22,wasm-pool,19153
Tiny,24,wasm-pool,19561
Small,1,wasm-pool,431481
Small,2,wasm-pool,395258
Small,4,wasm-pool,116484
Small,6,wasm-pool,108305
Small,8,wasm-pool,64915
Small,10,wasm-pool,55527
Small,12,wasm-pool,49432
Small,14,wasm-pool,86725
Small,16,wasm-pool,41776
Small,18,wasm-pool,53271
Small,20,wasm-pool,58986
